Order Date,Region,Product Category,Product Name,Units Sold,Unit Price
2024-06-25T00:00:00.000000000,NE,homegoods,T-Shirt,11,974
2024-05-29T00:00:00.000000000,Midwest,homegoods,Vacuum,10,N/A
2024-03-26T00:00:00.000000000,west ,Home Goods,Tablet,12,N/A
2024-08-12T00:00:00.000000000,South,homegoods,Tablet,16,
2024-01-12T00:00:00.000000000,Northeast,Home Goods,Tablet,3,N/A
2024-06-30T00:00:00.000000000,west ,homegoods,T-Shirt,10,296
2024-12-11T00:00:00.000000000,Midwest,,Lamp,9,
2024-10-31T00:00:00.000000000,Midwest,Electronics,Vacuum,13,589
2024-03-06T00:00:00.000000000,Northeast,Home Goods,Phone,,405
2024-12-21T00:00:00.000000000,Midwest,Clothing,Vacuum,18,N/A
2024-04-06T00:00:00.000000000,South,electronics,Jeans,,
2024-12-19T00:00:00.000000000,Midwest,Home Goods,Laptop,6,1192
2024-02-15T00:00:00.000000000,Northeast,electronics,Phone,3,N/A
2024-11-16T00:00:00.000000000,West,,Vacuum,1,
2024-03-10T00:00:00.000000000,South,,Vacuum,2,921
2024-02-09T00:00:00.000000000,West,Electronics,Laptop,4,1128
2024-09-01T00:00:00.000000000,NE,,Jeans,12,N/A
2024-05-23T00:00:00.000000000,Northeast,Home Goods,Lamp,2,N/A
2024-10-29T00:00:00.000000000,South,Home Goods,T-Shirt,9,992
2024-11-23T00:00:00.000000000,West,Electronics,Lamp,19,N/A
2024-12-19T00:00:00.000000000,South,Clothing,Vacuum,3,726
2024-08-04T00:00:00.000000000,west ,homegoods,Tablet,8,N/A
2024-10-20T00:00:00.000000000,Midwest,,Lamp,3,N/A
2024-10-24T00:00:00.000000000,Midwest,electronics,Vacuum,7,1011
2024-09-07T00:00:00.000000000,West,Clothing,Lamp,17,N/A
2024-03-29T00:00:00.000000000,Northeast,electronics,Laptop,17,N/A
2024-07-21T00:00:00.000000000,Midwest,electronics,Tablet,11,
2024-06-15T00:00:00.000000000,West,Clothing,T-Shirt,3,
2024-04-10T00:00:00.000000000,Northeast,electronics,Lamp,3,
2024-05-19T00:00:00.000000000,Northeast,electronics,Vacuum,5,N/A
2024-06-25T00:00:00.000000000,Northeast,homegoods,Vacuum,7,N/A
2024-08-04T00:00:00.000000000,Northeast,Clothing,Lamp,19,530
2024-04-30T00:00:00.000000000,WEST,Electronics,Laptop,,N/A
2024-09-01T00:00:00.000000000,Northeast,electronics,T-Shirt,2,
2024-08-08T00:00:00.000000000,South,homegoods,T-Shirt,5,
2024-05-17T00:00:00.000000000,WEST,,Tablet,5,
2024-09-28T00:00:00.000000000,NE,Electronics,Lamp,,
2024-03-23T00:00:00.000000000,Midwest,Electronics,Laptop,18,716
2024-07-21T00:00:00.000000000,WEST,homegoods,Jeans,14,1134
2024-08-02T00:00:00.000000000,Northeast,electronics,Lamp,15,28
2024-03-14T00:00:00.000000000,WEST,Home Goods,Phone,15,N/A
2024-06-08T00:00:00.000000000,West,homegoods,T-Shirt,8,N/A
2024-04-28T00:00:00.000000000,Northeast,Clothing,T-Shirt,17,
2024-08-14T00:00:00.000000000,NE,,Phone,14,
2024-05-12T00:00:00.000000000,Midwest,Clothing,Laptop,5,
2024-05-10T00:00:00.000000000,west ,Electronics,T-Shirt,3,N/A
2024-11-27T00:00:00.000000000,WEST,Home Goods,Tablet,18,
2024-10-03T00:00:00.000000000,South,,Lamp,15,
2024-02-23T00:00:00.000000000,West,Home Goods,Phone,9,N/A
2024-03-15T00:00:00.000000000,West,Electronics,Lamp,1,N/A
2024-04-25T00:00:00.000000000,west ,Electronics,Laptop,10,
2024-11-15T00:00:00.000000000,NE,Home Goods,Lamp,10,
2024-01-14T00:00:00.000000000,Midwest,Home Goods,Jeans,12,1016
2024-04-02T00:00:00.000000000,West,Home Goods,Jeans,19,N/A
2024-08-03T00:00:00.000000000,Midwest,,Tablet,19,709
2024-02-11T00:00:00.000000000,Northeast,,T-Shirt,3,N/A
2024-01-29T00:00:00.000000000,NE,Clothing,Jeans,1,
2024-12-03T00:00:00.000000000,WEST,electronics,Tablet,3,895
2024-11-02T00:00:00.000000000,South,Electronics,T-Shirt,1,N/A
2024-03-03T00:00:00.000000000,NE,electronics,Laptop,6,N/A
2024-02-29T00:00:00.000000000,Midwest,Home Goods,Vacuum,18,
2024-11-22T00:00:00.000000000,NE,homegoods,Jeans,17,
2024-07-21T00:00:00.000000000,WEST,Home Goods,Phone,19,N/A
2024-09-22T00:00:00.000000000,West,electronics,T-Shirt,18,1029
2024-10-16T00:00:00.000000000,NE,Clothing,Tablet,,
2024-01-20T00:00:00.000000000,Midwest,homegoods,Laptop,1,N/A
2024-06-17T00:00:00.000000000,West,,Lamp,5,N/A
2024-02-15T00:00:00.000000000,WEST,,Phone,12,82
2024-09-13T00:00:00.000000000,NE,electronics,Vacuum,2,
2024-05-12T00:00:00.000000000,Midwest,Home Goods,Jeans,2,
2024-04-15T00:00:00.000000000,WEST,homegoods,Laptop,19,136
2024-10-30T00:00:00.000000000,west ,Clothing,Vacuum,5,N/A
2024-06-04T00:00:00.000000000,WEST,electronics,Phone,11,668
2024-01-22T00:00:00.000000000,west ,,Vacuum,,N/A
2024-01-30T00:00:00.000000000,South,electronics,Tablet,7,156
2024-01-27T00:00:00.000000000,Northeast,Electronics,Lamp,2,N/A
2024-02-15T00:00:00.000000000,West,Electronics,Lamp,14,N/A
2024-09-10T00:00:00.000000000,Midwest,Electronics,Laptop,8,
2024-09-18T00:00:00.000000000,west ,electronics,Jeans,2,N/A
,west ,Electronics,Jeans,18,
2024-07-26T00:00:00.000000000,WEST,Clothing,Phone,15,
2024-12-12T00:00:00.000000000,Midwest,,T-Shirt,19,1158
2024-11-29T00:00:00.000000000,NE,Home Goods,T-Shirt,17,N/A
2024-07-26T00:00:00.000000000,West,Electronics,Phone,8,76
2024-05-17T00:00:00.000000000,NE,electronics,Phone,1,N/A
2024-01-11T00:00:00.000000000,NE,,T-Shirt,2,
2024-10-08T00:00:00.000000000,NE,homegoods,T-Shirt,12,939
2024-05-23T00:00:00.000000000,West,homegoods,Phone,7,67
2024-10-26T00:00:00.000000000,WEST,,Laptop,2,N/A
2024-07-21T00:00:00.000000000,Midwest,homegoods,Phone,12,93
2024-02-07T00:00:00.000000000,NE,Clothing,T-Shirt,3,258
2024-12-06T00:00:00.000000000,Midwest,,Vacuum,17,N/A
2024-09-30T00:00:00.000000000,Midwest,Home Goods,Phone,10,
2024-10-11T00:00:00.000000000,NE,Clothing,Lamp,2,624
2024-04-17T00:00:00.000000000,Northeast,electronics,Lamp,7,N/A
2024-02-15T00:00:00.000000000,west ,,Phone,9,375
2024-10-26T00:00:00.000000000,west ,homegoods,Tablet,9,459
2024-05-17T00:00:00.000000000,West,Home Goods,Tablet,1,
2024-01-23T00:00:00.000000000,South,electronics,Phone,18,573
2024-10-27T00:00:00.000000000,WEST,,Laptop,7,
2024-01-24T00:00:00.000000000,West,homegoods,Lamp,15,
2024-08-31T00:00:00.000000000,West,,Jeans,4,N/A
2024-05-03T00:00:00.000000000,West,Clothing,Phone,7,N/A
,NE,Clothing,Lamp,13,
2024-08-11T00:00:00.000000000,South,homegoods,Phone,4,N/A
2024-02-01T00:00:00.000000000,West,homegoods,T-Shirt,,866
2024-01-25T00:00:00.000000000,Midwest,homegoods,Tablet,10,
2024-07-26T00:00:00.000000000,WEST,,Jeans,18,160
2024-03-14T00:00:00.000000000,NE,Clothing,Tablet,5,267
2024-02-01T00:00:00.000000000,NE,homegoods,Jeans,13,
2024-04-28T00:00:00.000000000,Midwest,Home Goods,Laptop,7,741
2024-01-10T00:00:00.000000000,WEST,Electronics,Phone,10,N/A
2024-07-16T00:00:00.000000000,Northeast,homegoods,Jeans,18,
2024-01-22T00:00:00.000000000,west ,homegoods,Phone,7,
2024-12-02T00:00:00.000000000,Midwest,Electronics,Jeans,7,
2024-10-16T00:00:00.000000000,South,Home Goods,Lamp,15,705
2024-11-08T00:00:00.000000000,NE,Electronics,Phone,7,
2024-09-07T00:00:00.000000000,WEST,homegoods,Lamp,14,N/A
2024-10-02T00:00:00.000000000,Northeast,electronics,Laptop,7,81
2024-03-06T00:00:00.000000000,South,homegoods,Tablet,4,
2024-10-08T00:00:00.000000000,Northeast,Electronics,Laptop,2,N/A
2024-06-04T00:00:00.000000000,Midwest,Electronics,Lamp,15,
2024-10-01T00:00:00.000000000,Northeast,Electronics,Phone,1,
2024-03-15T00:00:00.000000000,WEST,Home Goods,Laptop,4,N/A
2024-05-19T00:00:00.000000000,WEST,Electronics,Lamp,12,
2024-07-09T00:00:00.000000000,NE,Home Goods,Phone,1,N/A
2024-02-16T00:00:00.000000000,WEST,Clothing,Tablet,,
2024-08-25T00:00:00.000000000,South,Electronics,Vacuum,4,666
2024-04-27T00:00:00.000000000,South,homegoods,Jeans,2,1126
2024-12-30T00:00:00.000000000,NE,,Lamp,7,179
2024-03-05T00:00:00.000000000,west ,Clothing,Lamp,10,
2024-06-22T00:00:00.000000000,Northeast,electronics,Jeans,6,801
,Northeast,Electronics,Vacuum,11,N/A
2024-12-11T00:00:00.000000000,West,Electronics,Tablet,17,
2024-04-13T00:00:00.000000000,West,,Phone,17,
2024-08-28T00:00:00.000000000,Midwest,homegoods,Jeans,16,
,West,homegoods,T-Shirt,9,1130
2024-03-26T00:00:00.000000000,WEST,Home Goods,Jeans,18,843
2024-10-08T00:00:00.000000000,West,Home Goods,T-Shirt,10,
2024-07-25T00:00:00.000000000,South,Clothing,Jeans,10,
2024-05-03T00:00:00.000000000,Northeast,Electronics,Lamp,3,N/A
2024-03-22T00:00:00.000000000,west ,Clothing,T-Shirt,17,
2024-10-21T00:00:00.000000000,Midwest,Clothing,Lamp,5,
2024-10-19T00:00:00.000000000,WEST,homegoods,Phone,6,N/A
2024-12-29T00:00:00.000000000,west ,electronics,T-Shirt,8,N/A
2024-01-06T00:00:00.000000000,Northeast,Electronics,Laptop,11,N/A
2024-10-31T00:00:00.000000000,South,Clothing,Tablet,7,N/A
2024-10-30T00:00:00.000000000,South,Home Goods,Vacuum,14,
2024-03-30T00:00:00.000000000,WEST,Clothing,Tablet,9,N/A
2024-10-31T00:00:00.000000000,Northeast,Electronics,Jeans,,371
2024-08-03T00:00:00.000000000,west ,electronics,T-Shirt,4,N/A
2024-11-05T00:00:00.000000000,Northeast,electronics,T-Shirt,3,
2024-03-16T00:00:00.000000000,West,,Lamp,10,
2024-05-10T00:00:00.000000000,NE,Clothing,Lamp,10,N/A
2024-04-12T00:00:00.000000000,NE,Electronics,Vacuum,5,536
2024-12-07T00:00:00.000000000,South,Electronics,Jeans,,583
2024-08-25T00:00:00.000000000,west ,homegoods,Lamp,16,370
2024-05-12T00:00:00.000000000,NE,electronics,Vacuum,18,1040
2024-01-18T00:00:00.000000000,West,Clothing,Vacuum,3,
2024-08-01T00:00:00.000000000,west ,,Laptop,11,N/A
2024-08-26T00:00:00.000000000,west ,Home Goods,Laptop,14,
2024-08-11T00:00:00.000000000,Midwest,Home Goods,Jeans,5,383
2024-01-18T00:00:00.000000000,WEST,electronics,Phone,18,N/A
2024-09-25T00:00:00.000000000,Midwest,homegoods,Phone,,
2024-03-05T00:00:00.000000000,Midwest,Clothing,Tablet,9,331
2024-06-27T00:00:00.000000000,Midwest,Home Goods,Phone,16,
2024-08-02T00:00:00.000000000,West,homegoods,Tablet,15,N/A
2024-04-14T00:00:00.000000000,South,Home Goods,Laptop,16,N/A
2024-09-19T00:00:00.000000000,NE,Home Goods,T-Shirt,4,
2024-09-27T00:00:00.000000000,West,Electronics,Jeans,9,N/A
2024-09-29T00:00:00.000000000,Northeast,,Phone,16,
2024-09-26T00:00:00.000000000,Northeast,Home Goods,Vacuum,12,39
2024-06-15T00:00:00.000000000,South,Clothing,Lamp,18,
2024-11-24T00:00:00.000000000,West,,Tablet,,597
2024-09-04T00:00:00.000000000,NE,Electronics,Laptop,4,N/A
2024-08-31T00:00:00.000000000,South,homegoods,T-Shirt,19,548
2024-09-10T00:00:00.000000000,West,Clothing,T-Shirt,19,
2024-01-19T00:00:00.000000000,Northeast,,T-Shirt,,517
2024-03-17T00:00:00.000000000,South,Clothing,Jeans,15,
2024-09-10T00:00:00.000000000,west ,electronics,Lamp,16,153
2024-01-26T00:00:00.000000000,NE,,Lamp,2,
2024-03-27T00:00:00.000000000,South,homegoods,Jeans,7,
2024-01-02T00:00:00.000000000,WEST,Clothing,Lamp,18,N/A
2024-07-04T00:00:00.000000000,West,Home Goods,Lamp,1,421
2024-03-06T00:00:00.000000000,WEST,electronics,Tablet,13,
2024-09-21T00:00:00.000000000,Northeast,Clothing,Laptop,2,
2024-12-20T00:00:00.000000000,NE,Electronics,Lamp,15,
2024-02-06T00:00:00.000000000,Midwest,Home Goods,Jeans,15,N/A
2024-07-20T00:00:00.000000000,west ,Clothing,Jeans,14,
2024-01-26T00:00:00.000000000,South,electronics,Phone,,N/A
2024-11-12T00:00:00.000000000,NE,Clothing,T-Shirt,10,250
2024-04-09T00:00:00.000000000,Northeast,Clothing,Lamp,4,
2024-01-30T00:00:00.000000000,NE,homegoods,Tablet,5,
2024-04-10T00:00:00.000000000,NE,Home Goods,Lamp,,N/A
2024-09-23T00:00:00.000000000,west ,homegoods,Vacuum,16,N/A
2024-11-13T00:00:00.000000000,West,electronics,Vacuum,4,988
2024-06-25T00:00:00.000000000,Northeast,,Laptop,13,737
2024-07-26T00:00:00.000000000,Midwest,homegoods,Jeans,6,
2024-08-06T00:00:00.000000000,Northeast,,Laptop,6,
2024-09-04T00:00:00.000000000,West,Electronics,T-Shirt,6,
2024-06-16T00:00:00.000000000,South,Electronics,Lamp,19,N/A
2024-05-09T00:00:00.000000000,WEST,Clothing,Phone,11,964
2024-04-20T00:00:00.000000000,Northeast,Home Goods,Tablet,12,N/A
2024-08-12T00:00:00.000000000,WEST,electronics,Laptop,10,N/A
2024-07-26T00:00:00.000000000,west ,homegoods,Phone,8,
2024-11-04T00:00:00.000000000,South,Clothing,T-Shirt,16,1017
2024-08-06T00:00:00.000000000,NE,,T-Shirt,5,N/A
2024-10-31T00:00:00.000000000,South,homegoods,Vacuum,3,1112
,South,homegoods,T-Shirt,4,339
2024-09-15T00:00:00.000000000,Midwest,Electronics,T-Shirt,19,N/A
2024-11-12T00:00:00.000000000,NE,Home Goods,Phone,5,N/A
2024-08-21T00:00:00.000000000,Midwest,Clothing,Laptop,14,
2024-12-03T00:00:00.000000000,Midwest,Home Goods,Phone,7,174
2024-03-12T00:00:00.000000000,Northeast,,Tablet,8,N/A
2024-01-13T00:00:00.000000000,Midwest,Clothing,Tablet,16,N/A
2024-04-06T00:00:00.000000000,Northeast,Home Goods,Laptop,18,N/A
2024-04-14T00:00:00.000000000,Midwest,homegoods,Laptop,10,N/A
2024-06-22T00:00:00.000000000,West,electronics,Laptop,14,N/A
2024-12-05T00:00:00.000000000,WEST,,T-Shirt,1,221
2024-07-22T00:00:00.000000000,WEST,,Laptop,3,N/A
2024-11-01T00:00:00.000000000,WEST,Home Goods,Tablet,15,N/A
2024-10-27T00:00:00.000000000,Northeast,Electronics,Tablet,3,N/A
2024-01-12T00:00:00.000000000,South,Electronics,Jeans,15,N/A
2024-12-12T00:00:00.000000000,WEST,Electronics,T-Shirt,,
2024-08-14T00:00:00.000000000,WEST,,Vacuum,1,
2024-01-14T00:00:00.000000000,Midwest,,Lamp,,47
2024-12-01T00:00:00.000000000,WEST,Clothing,Phone,2,
2024-06-29T00:00:00.000000000,Midwest,,Tablet,12,94
2024-03-15T00:00:00.000000000,WEST,,Phone,6,580
2024-11-26T00:00:00.000000000,WEST,Home Goods,Lamp,6,922
2024-03-17T00:00:00.000000000,West,,Tablet,17,N/A
2024-04-06T00:00:00.000000000,Northeast,Electronics,T-Shirt,11,
2024-12-13T00:00:00.000000000,South,Electronics,Phone,13,
2024-05-17T00:00:00.000000000,west ,Home Goods,Phone,11,N/A
2024-08-30T00:00:00.000000000,NE,Home Goods,Laptop,4,
2024-05-15T00:00:00.000000000,NE,,Laptop,8,
2024-07-26T00:00:00.000000000,South,Clothing,Lamp,11,213
2024-07-26T00:00:00.000000000,west ,Electronics,Laptop,,
2024-12-22T00:00:00.000000000,NE,electronics,Tablet,4,
2024-03-21T00:00:00.000000000,Midwest,,Laptop,18,N/A
2024-01-28T00:00:00.000000000,NE,Electronics,Jeans,3,N/A
2024-06-27T00:00:00.000000000,Midwest,homegoods,Lamp,11,290
2024-10-08T00:00:00.000000000,NE,electronics,Phone,13,
2024-12-11T00:00:00.000000000,west ,Home Goods,Vacuum,3,882
2024-06-08T00:00:00.000000000,Northeast,Clothing,Lamp,13,
2024-05-24T00:00:00.000000000,South,Home Goods,Lamp,7,454
2024-07-06T00:00:00.000000000,west ,homegoods,Tablet,,N/A
2024-03-02T00:00:00.000000000,Northeast,,Vacuum,19,516
2024-07-09T00:00:00.000000000,west ,Electronics,Tablet,10,N/A
2024-05-24T00:00:00.000000000,WEST,,Vacuum,19,735
2024-06-28T00:00:00.000000000,West,Home Goods,Vacuum,10,N/A
2024-05-05T00:00:00.000000000,WEST,electronics,Laptop,16,1185
2024-04-28T00:00:00.000000000,WEST,,Jeans,2,N/A
2024-10-10T00:00:00.000000000,WEST,Electronics,Phone,17,N/A
2024-01-17T00:00:00.000000000,West,Clothing,Phone,19,225
2024-01-27T00:00:00.000000000,West,Electronics,Lamp,11,
,WEST,Electronics,Lamp,7,N/A
2024-04-18T00:00:00.000000000,West,electronics,Tablet,5,474
2024-06-30T00:00:00.000000000,West,homegoods,T-Shirt,8,
2024-10-25T00:00:00.000000000,WEST,,Jeans,11,1041
2024-05-07T00:00:00.000000000,Northeast,Home Goods,T-Shirt,14,746
2024-10-19T00:00:00.000000000,WEST,Electronics,Jeans,7,
2024-01-18T00:00:00.000000000,NE,,Jeans,,
2024-01-13T00:00:00.000000000,west ,Home Goods,Vacuum,4,
2024-01-16T00:00:00.000000000,Midwest,Electronics,Phone,10,998
2024-03-01T00:00:00.000000000,South,,T-Shirt,9,N/A
2024-04-29T00:00:00.000000000,NE,Home Goods,Jeans,17,N/A
2024-01-18T00:00:00.000000000,West,Electronics,Vacuum,17,N/A
2024-03-12T00:00:00.000000000,west ,,Lamp,15,195
2024-05-04T00:00:00.000000000,WEST,Clothing,Lamp,10,
2024-07-23T00:00:00.000000000,West,Electronics,Phone,6,N/A
2024-10-30T00:00:00.000000000,South,,Laptop,12,947
2024-10-17T00:00:00.000000000,West,,Phone,4,
2024-08-28T00:00:00.000000000,WEST,Home Goods,Vacuum,12,
2024-10-29T00:00:00.000000000,Northeast,,T-Shirt,1,882
2024-04-09T00:00:00.000000000,WEST,Electronics,Jeans,4,
2024-07-21T00:00:00.000000000,Northeast,homegoods,Jeans,11,121
2024-10-18T00:00:00.000000000,West,electronics,Phone,17,N/A
2024-08-05T00:00:00.000000000,South,electronics,Tablet,,
2024-06-19T00:00:00.000000000,Midwest,electronics,Vacuum,5,201
2024-05-03T00:00:00.000000000,NE,Electronics,Jeans,18,280
2024-04-16T00:00:00.000000000,South,Home Goods,Jeans,4,
2024-08-19T00:00:00.000000000,Midwest,,Tablet,3,559
2024-11-16T00:00:00.000000000,West,Electronics,Jeans,18,N/A
2024-12-15T00:00:00.000000000,NE,Electronics,Jeans,14,N/A
2024-11-16T00:00:00.000000000,West,homegoods,Phone,15,N/A
2024-05-02T00:00:00.000000000,NE,Electronics,Phone,9,N/A
2024-04-01T00:00:00.000000000,South,homegoods,Tablet,2,
2024-10-21T00:00:00.000000000,NE,Clothing,Vacuum,11,N/A
2024-05-16T00:00:00.000000000,South,Home Goods,Tablet,13,
2024-02-17T00:00:00.000000000,Northeast,Home Goods,Tablet,19,
2024-04-27T00:00:00.000000000,Midwest,Home Goods,Lamp,,N/A
2024-03-19T00:00:00.000000000,WEST,homegoods,Jeans,15,709
2024-10-26T00:00:00.000000000,West,Electronics,Lamp,18,
2024-06-19T00:00:00.000000000,NE,Clothing,Vacuum,19,833
2024-12-01T00:00:00.000000000,South,homegoods,T-Shirt,13,N/A
2024-05-16T00:00:00.000000000,Midwest,Electronics,Laptop,17,689
2024-06-06T00:00:00.000000000,west ,Home Goods,Lamp,13,117
2024-10-28T00:00:00.000000000,NE,Electronics,Laptop,4,
2024-03-31T00:00:00.000000000,west ,,Jeans,1,
2024-08-12T00:00:00.000000000,Midwest,,Jeans,7,532
